﻿Depart,Arrivée,Path,Order Path,Order Point,Code Ligne,Libelle Ligne,Nom Voie,Idreseau,Longitude,Latitude
87382812,87366922,"0100",1,4,990000,Ligne de la grande ceinture de Paris,V1,354713,2.071087,48.891252
87366922,87382804,"0100",2,0,990000,Ligne de la grande ceinture de Paris,V1,354714,2.070401,48.895713
87366922,87382804,"0100",2,1,990000,Ligne de la grande ceinture de Paris,V1,354715,2.071973,48.898414
87366922,87382804,"0100",2,2,990000,Ligne de la grande ceinture de Paris,V1,354716,2.072236,48.898818
87366922,87382804,"0100",2,3,990000,Ligne de la grande ceinture de Paris,V1,354717,2.072936,48.901582
87382481,87393876,"0101",0,8,990000,Ligne de la grande ceinture de Paris,V1,354691,2.05788,48.843748
87382481,87393876,"0101",0,7,990000,Ligne de la grande ceinture de Paris,V1,354692,2.054994,48.846969
87382481,87393876,"0101",0,6,990000,Ligne de la grande ceinture de Paris,V1,354693,2.053628,48.848524
87382481,87393876,"0101",0,5,990000,Ligne de la grande ceinture de Paris,V1,354694,2.052258,48.850078
87382481,87393876,"0101",0,4,990000,Ligne de la grande ceinture de Paris,V1,354695,2.048574,48.854195
87382481,87393876,"0101",0,3,990000,Ligne de la grande ceinture de Paris,V1,354696,2.048553,48.859255
87382481,87393876,"0101",0,2,990000,Ligne de la grande ceinture de Paris,V1,354697,2.050074,48.860949
87382481,87393876,"0101",0,1,990000,Ligne de la grande ceinture de Paris,V1,354698,2.051099,48.864581
87382481,87393876,"0101",0,0,990000,Ligne de la grande ceinture de Paris,V1,354699,2.050818,48.865598
87382358,87382341,"011",0,0,973000,Ligne de Paris-St-Lazare à Versailles-Rive-Droite,V1,353818,2.211043,48.840801
87382358,87382341,"011",0,1,973000,Ligne de Paris-St-Lazare à Versailles-Rive-Droite,V1,353819,2.208814,48.840137
87382358,87382341,"011",0,2,973000,Ligne de Paris-St-Lazare à Versailles-Rive-Droite,V1,353820,2.201841,48.833363
87382341,87382333,"011",1,0,973000,Ligne de Paris-St-Lazare à Versailles-Rive-Droite,V1,353821,2.200257,48.82453
87382341,87382333,"011",1,1,973000,Ligne de Paris-St-Lazare à Versailles-Rive-Droite,V1,353822,2.195557,48.818785
87382341,87382333,"011",1,2,973000,Ligne de Paris-St-Lazare à Versailles-Rive-Droite,V1,353823,2.194494,48.81822
87382341,87382333,"011",1,3,973000,Ligne de Paris-St-Lazare à Versailles-Rive-Droite,V1,353824,2.190296,48.815086
87382333,87382887,"011",2,0,973000,Ligne de Paris-St-Lazare à Versailles-Rive-Droite,V1,353825,2.18723,48.811263
87382333,87382887,"011",2,1,973000,Ligne de Paris-St-Lazare à Versailles-Rive-Droite,V1,353826,2.17394,48.805548
87382887,87382879,"011",3,0,973000,Ligne de Paris-St-Lazare à Versailles-Rive-Droite,V1,353827,2.158833,48.805321
87382879,87382861,"011",4,0,973000,Ligne de Paris-St-Lazare à Versailles-Rive-Droite,V1,353828,2.149255,48.807319
87382879,87382861,"011",4,1,973000,Ligne de Paris-St-Lazare à Versailles-Rive-Droite,V1,353829,2.142336,48.809075
